,title,certification,rating,numStudent,difficulty,link,skills
364,International Organizations Management,COURSE,4.8,29k,Beginner,https://www.coursera.org/learn/international-organizations-management,Dolor AssessmentMetabolic PathwaysVital SignsPain Management
365,Supply Chain Analytics,SPECIALIZATION,4.6,34k,Beginner,https://www.coursera.org/specializations/supply-chain-analytics,Data AnalysisSupply ChainBusiness IntelligenceDemand and Supply Planningjob intelligenceManagement ConsultingBenchmarkingCompetitive AnalysisModel Selection Validation ImprovementRegression AnalysisDemand Planning and ForecastingData Visualization (DataViz)
366,Introduction to Logic and Critical Thinking,SPECIALIZATION,4.6,280k,Beginner,https://www.coursera.org/specializations/logic-critical-thinking-duke,logicCritical ThinkingreasonEvaluationInterpretationLanguageLinguistics
367,Robotics,SPECIALIZATION,4.4,130k,Beginner,https://www.coursera.org/specializations/robotics,Motion PlanningParticle FilterMatlabRoboticsQuadcoperAutomated Planning And SchedulingA* Search AlgorithmSerial Line Internet Protocol (SLIP)RobotComputer VisionEstimationRandom Sample Consensus (Ransac)
368,The Power of Macroeconomics: Economic Principles in the Real World,COURSE,4.7,210k,Mixed,https://www.coursera.org/learn/principles-of-macroeconomics,Motion PlanningParticle FilterMatlabRoboticsQuadcoperAutomated Planning And SchedulingA* Search AlgorithmSerial Line Internet Protocol (SLIP)RobotComputer VisionEstimationRandom Sample Consensus (Ransac)
369,"The Sustainable Development Goals – A global, transdisciplinary vision for the future",COURSE,4.8,49k,Beginner,https://www.coursera.org/learn/global-sustainable-development,Motion PlanningParticle FilterMatlabRoboticsQuadcoperAutomated Planning And SchedulingA* Search AlgorithmSerial Line Internet Protocol (SLIP)RobotComputer VisionEstimationRandom Sample Consensus (Ransac)
370,Google IT Support,PROFESSIONAL CERTIFICATE,4.8,700k,Beginner,https://www.coursera.org/professional-certificates/google-it-support,DebuggingEncryption Algorithms and TechniquesCustomer ServiceNetwork ProtocolsCloud ComputingBinary CodeCustomer SupportLinuxTroubleshootingDomain Name System (DNS)Ipv4Network Model
371,IBM Data Science,PROFESSIONAL CERTIFICATE,4.6,670k,Beginner,https://www.coursera.org/professional-certificates/ibm-data-science,Data ScienceStatistical AnalysisMachine LearningPython ProgrammingBusiness IntelligenceData AnalysisPandasNumpyCloud DatabasesIpythonRelational Database Management System (RDBMS)SQL
372,Deep Learning,SPECIALIZATION,4.8,950k,Intermediate,https://www.coursera.org/specializations/deep-learning,TensorflowConvolutional Neural NetworkArtificial Neural NetworkDeep LearningBackpropagationPython ProgrammingHyperparameterHyperparameter OptimizationMachine LearningInductive TransferMulti-Task LearningFacial Recognition System
373,Introduction to Data Science,SPECIALIZATION,4.6,440k,Beginner,https://www.coursera.org/specializations/introduction-data-science,Data ScienceRelational Database Management System (RDBMS)Cloud DatabasesPython ProgrammingSQLIpython
374,IBM Data Analyst,PROFESSIONAL CERTIFICATE,4.6,380k,Beginner,https://www.coursera.org/professional-certificates/ibm-data-analyst,Microsoft ExcelPython ProgrammingData AnalysisSQLIBM Cognos AnalyticsData ScienceSpreadsheetPivot TableData Visualization (DataViz)DashboardPandasNumpy
375,Python for Everybody,SPECIALIZATION,4.8,2.2m,Beginner,https://www.coursera.org/specializations/python,JsonXmlPython ProgrammingDatabase (DBMS)Python Syntax And SemanticsBasic Programming LanguageComputer ProgrammingData StructureTupleWeb ScrapingSqliteSQL
376,Machine Learning,COURSE,4.9,3.7m,Mixed,https://www.coursera.org/learn/machine-learning,Logistic RegressionArtificial Neural NetworkMachine Learning (ML) AlgorithmsMachine Learning
377,Data Science Fundamentals with Python and SQL,SPECIALIZATION,4.6,360k,Beginner,https://www.coursera.org/specializations/data-science-fundamentals-python-sql,Data SciencePython ProgrammingJupyter NotebookStatisticsSQLData AnalysisPandasNumpyProbability And StatisticsRegression AnalysisData Visualization (DataViz)Statistical Hypothesis Testing
378,Key Technologies for Business,SPECIALIZATION,4.7,460k,Beginner,https://www.coursera.org/specializations/key-technologies-for-business,Data ScienceArtificial Intelligence (AI)BusinessCloud ComputingtechnologyHybrid MulticludCloud NativeDevopsIaas PaaS SaasDeep LearningJobsMachine Learning
379,IBM AI Foundations for Business,SPECIALIZATION,4.7,460k,Beginner,https://www.coursera.org/specializations/ibm-ai-foundations-for-business,Data ScienceArtificial Intelligence (AI)Information Technology (IT) ArchitectureData ArchitectureLeadershipDeep LearningJobsMachine LearningManagementAnalyticsInnovation
380,Google IT Support,PROFESSIONAL CERTIFICATE,4.8,700k,Beginner,https://www.coursera.org/professional-certificates/google-it-support,DebuggingEncryption Algorithms and TechniquesCustomer ServiceNetwork ProtocolsCloud ComputingBinary CodeCustomer SupportLinuxTroubleshootingDomain Name System (DNS)Ipv4Network Model
381,IBM Data Science,PROFESSIONAL CERTIFICATE,4.6,670k,Beginner,https://www.coursera.org/professional-certificates/ibm-data-science,Data ScienceStatistical AnalysisMachine LearningPython ProgrammingBusiness IntelligenceData AnalysisPandasNumpyCloud DatabasesIpythonRelational Database Management System (RDBMS)SQL
382,Deep Learning,SPECIALIZATION,4.8,950k,Intermediate,https://www.coursera.org/specializations/deep-learning,TensorflowConvolutional Neural NetworkArtificial Neural NetworkDeep LearningBackpropagationPython ProgrammingHyperparameterHyperparameter OptimizationMachine LearningInductive TransferMulti-Task LearningFacial Recognition System
383,Introduction to Data Science,SPECIALIZATION,4.6,440k,Beginner,https://www.coursera.org/specializations/introduction-data-science,Data ScienceRelational Database Management System (RDBMS)Cloud DatabasesPython ProgrammingSQLIpython
384,IBM Data Analyst,PROFESSIONAL CERTIFICATE,4.6,380k,Beginner,https://www.coursera.org/professional-certificates/ibm-data-analyst,Microsoft ExcelPython ProgrammingData AnalysisSQLIBM Cognos AnalyticsData ScienceSpreadsheetPivot TableData Visualization (DataViz)DashboardPandasNumpy
385,Python for Everybody,SPECIALIZATION,4.8,2.2m,Beginner,https://www.coursera.org/specializations/python,JsonXmlPython ProgrammingDatabase (DBMS)Python Syntax And SemanticsBasic Programming LanguageComputer ProgrammingData StructureTupleWeb ScrapingSqliteSQL
386,Machine Learning,COURSE,4.9,3.7m,Mixed,https://www.coursera.org/learn/machine-learning,Logistic RegressionArtificial Neural NetworkMachine Learning (ML) AlgorithmsMachine Learning
387,Data Science Fundamentals with Python and SQL,SPECIALIZATION,4.6,360k,Beginner,https://www.coursera.org/specializations/data-science-fundamentals-python-sql,Data SciencePython ProgrammingJupyter NotebookStatisticsSQLData AnalysisPandasNumpyProbability And StatisticsRegression AnalysisData Visualization (DataViz)Statistical Hypothesis Testing
388,Key Technologies for Business,SPECIALIZATION,4.7,460k,Beginner,https://www.coursera.org/specializations/key-technologies-for-business,Data ScienceArtificial Intelligence (AI)BusinessCloud ComputingtechnologyHybrid MulticludCloud NativeDevopsIaas PaaS SaasDeep LearningJobsMachine Learning
389,IBM AI Foundations for Business,SPECIALIZATION,4.7,460k,Beginner,https://www.coursera.org/specializations/ibm-ai-foundations-for-business,Data ScienceArtificial Intelligence (AI)Information Technology (IT) ArchitectureData ArchitectureLeadershipDeep LearningJobsMachine LearningManagementAnalyticsInnovation
390,Behavioral Finance,COURSE,4.4,73k,Mixed,https://www.coursera.org/learn/duke-behavioral-finance,Decision-MakingBehavioral FinanceCognitive BiasBehavioral Economics
391,"Speak English Professionally: In Person, Online & On the Phone",COURSE,4.7,670k,Mixed,https://www.coursera.org/learn/speak-english-professionally,StressCommunicationPresentationPublic Speaking
392,Devenir entrepreneur du changement,COURSE,4.7,58k,Mixed,https://www.coursera.org/learn/entrepreneur-changement,Social EntrepreneurshipBusiness ModelCommunicationEntrepreneurshipSocial Business Model
393,Software Development Lifecycle,SPECIALIZATION,4.7,74k,Intermediate,https://www.coursera.org/specializations/software-development-lifecycle,Lean Software DevelopmentKanbanAgile Software DevelopmentSoftware Development ProcessSoftware Development Kit (SDK)Scrum (Software Development)Application SecuritySoftware ArchitectureSoftware TestingSoftware DesignSoftware Quality
394,Trading Strategies in Emerging Markets,SPECIALIZATION,4.2,110k,Beginner,https://www.coursera.org/specializations/trading-strategy,Trading StrategyAlgorithmic TradingFinancial RatioTradingCostFinancial StatementPost-Earnings-Announcement Drift (PEAD)F1 Score
395,International Leadership and Organizational Behavior,COURSE,4.8,60k,Mixed,https://www.coursera.org/learn/organizational-behavior,Social NetworkLeadershipManagementCross-Cultural Communication
396,"Introduction to Containers w/ Docker, Kubernetes & OpenShift",COURSE,4.8,2.1k,Beginner,https://www.coursera.org/learn/ibm-containers-docker-kubernetes-openshift,KubernetesDockerCloud NativeContainersOpenshift
397,"TESOL Certificate, Part 2: Teach English Now!",SPECIALIZATION,4.9,90k,Beginner,https://www.coursera.org/specializations/tesol-certificate-2,TeachingEnglish LanguageLesson PlanSpeechPlan
398,Aboriginal Worldviews and Education,COURSE,4.7,9.5k,Mixed,https://www.coursera.org/learn/aboriginal-education,TeachingEnglish LanguageLesson PlanSpeechPlan
399,The Manager's Toolkit: A Practical Guide to Managing People at Work,COURSE,4.6,63k,Mixed,https://www.coursera.org/learn/people-management,Decision-MakingLeadershipManagementPerformance Management
400,Google IT Support,PROFESSIONAL CERTIFICATE,4.8,700k,Beginner,https://www.coursera.org/professional-certificates/google-it-support,DebuggingEncryption Algorithms and TechniquesCustomer ServiceNetwork ProtocolsCloud ComputingBinary CodeCustomer SupportLinuxTroubleshootingDomain Name System (DNS)Ipv4Network Model
401,IBM Data Science,PROFESSIONAL CERTIFICATE,4.6,670k,Beginner,https://www.coursera.org/professional-certificates/ibm-data-science,Data ScienceStatistical AnalysisMachine LearningPython ProgrammingBusiness IntelligenceData AnalysisPandasNumpyCloud DatabasesIpythonRelational Database Management System (RDBMS)SQL
402,Deep Learning,SPECIALIZATION,4.8,950k,Intermediate,https://www.coursera.org/specializations/deep-learning,TensorflowConvolutional Neural NetworkArtificial Neural NetworkDeep LearningBackpropagationPython ProgrammingHyperparameterHyperparameter OptimizationMachine LearningInductive TransferMulti-Task LearningFacial Recognition System
403,Introduction to Data Science,SPECIALIZATION,4.6,440k,Beginner,https://www.coursera.org/specializations/introduction-data-science,Data ScienceRelational Database Management System (RDBMS)Cloud DatabasesPython ProgrammingSQLIpython
404,IBM Data Analyst,PROFESSIONAL CERTIFICATE,4.6,380k,Beginner,https://www.coursera.org/professional-certificates/ibm-data-analyst,Microsoft ExcelPython ProgrammingData AnalysisSQLIBM Cognos AnalyticsData ScienceSpreadsheetPivot TableData Visualization (DataViz)DashboardPandasNumpy
405,Python for Everybody,SPECIALIZATION,4.8,2.2m,Beginner,https://www.coursera.org/specializations/python,JsonXmlPython ProgrammingDatabase (DBMS)Python Syntax And SemanticsBasic Programming LanguageComputer ProgrammingData StructureTupleWeb ScrapingSqliteSQL
406,Machine Learning,COURSE,4.9,3.7m,Mixed,https://www.coursera.org/learn/machine-learning,Logistic RegressionArtificial Neural NetworkMachine Learning (ML) AlgorithmsMachine Learning
407,Data Science Fundamentals with Python and SQL,SPECIALIZATION,4.6,360k,Beginner,https://www.coursera.org/specializations/data-science-fundamentals-python-sql,Data SciencePython ProgrammingJupyter NotebookStatisticsSQLData AnalysisPandasNumpyProbability And StatisticsRegression AnalysisData Visualization (DataViz)Statistical Hypothesis Testing
408,Key Technologies for Business,SPECIALIZATION,4.7,460k,Beginner,https://www.coursera.org/specializations/key-technologies-for-business,Data ScienceArtificial Intelligence (AI)BusinessCloud ComputingtechnologyHybrid MulticludCloud NativeDevopsIaas PaaS SaasDeep LearningJobsMachine Learning
409,IBM AI Foundations for Business,SPECIALIZATION,4.7,460k,Beginner,https://www.coursera.org/specializations/ibm-ai-foundations-for-business,Data ScienceArtificial Intelligence (AI)Information Technology (IT) ArchitectureData ArchitectureLeadershipDeep LearningJobsMachine LearningManagementAnalyticsInnovation
410,Data Mining,SPECIALIZATION,4.5,170k,Intermediate,https://www.coursera.org/specializations/data-mining,Data Clustering AlgorithmsText MiningData Visualization (DataViz)Data MiningData Visualization SoftwareTableau SoftwareData VirtualizationInformation Retrieval (IR)Document RetrievalMachine LearningRecommender SystemsProbabilistic Models
411,Getting Started with Google Sheets,COURSE,4.7,38k,Beginner,https://www.coursera.org/learn/getting-started-with-google-sheets,SpreadsheetGoogle SheetsData AnalysisData ReportingData Visualization (DataViz)
412,Android App Development,SPECIALIZATION,4.5,180k,Beginner,https://www.coursera.org/specializations/android-app-development,Software TestingAndroid Software DevelopmentJava ProgrammingJunitLogic ProgrammingAndroid StudioObject-Oriented Programming (OOP)Computer ProgrammingConcurrent ComputingUnit Testing
413,Construction Project Management,COURSE,4.8,54k,Beginner,https://www.coursera.org/learn/construction-project-management,Project ManagementConstruction ManagementWork Breakdown StructureProject Planning
414,R Programming,COURSE,4.5,580k,Intermediate,https://www.coursera.org/learn/r-programming,Data AnalysisDebuggingR ProgrammingRstudio
415,Graphic Design Elements for Non-Designers,SPECIALIZATION,4.7,41k,Beginner,https://www.coursera.org/specializations/graphic-design-elements-non-designers,textual elements and manipulationColor Theoryonline designGraphic DesignPrint Designtextual elements
416,Foundations of Mindfulness,COURSE,4.8,16k,Beginner,https://www.coursera.org/learn/foundations-of-mindfulness,interoceptive techniquesBasics of meditationImproved focus
417,Data Management for Clinical Research,COURSE,4.7,56k,Beginner,https://www.coursera.org/learn/clinical-data-management,Survey DesignData CollectionData ManagementClinical Data Management
418,Foundations of Global Health,SPECIALIZATION,4.7,41k,Beginner,https://www.coursera.org/specializations/global-health,NutritionInternational LawHumanitarianPublic Health
419,Corporate Sustainability. Understanding and Seizing the Strategic Opportunity,COURSE,4.6,15k,Mixed,https://www.coursera.org/learn/corp-sustainability,NutritionInternational LawHumanitarianPublic Health
