,Title,Location,Description
1366,Student intern,Hong Kong,"Work with project leaders to conduct high quality research and assist daily R&D tasks which include DNA preparation and sequencing, reagents’ and glassware’s…"
1367,"Consulting – Financial Services, Data & Analytics – Advanced...",Hong Kong,Experience in leading a team of data analysts / data scientists to successful project delivery.Leading advanced analytics and data science teams.
1368,Data Analytics Evangelist - Group Strategy and Projects (Inn...,Hong Kong,"We expect the ideal candidate to have 4+ years of experience as a Data Analyst, Data Scientist, Business Intelligence Engineer, Data Engineer or similar role."
1369,Software Engineer,Hong Kong,"Founded and developed by data scientists and aerospace engineers, Feedzai has one mission:We're coding the future of commerce with today's most advanced risk…"
1370,UAT Tester (Fresh Grad Welcome),Hong Kong,"Personal data collected will be used for recruitment purposes only.Our know-how covers all aspects of IT services, including all varieties of technologies of…"
1371,Industrial IOT Communication Protocol Assistant Researcher,Hong Kong,"The company was found by a team of enthusiastic entrepreneurs, data scientists, network engineers, etc., aiming to remove the barriers of global networks, and…"
1372,Director of AI Dept / Research Data Scientist / AI Engineer,Hong Kong,"Statistical modelling and machine learning analysis preferably dealing with large- and small-scale data in industries like Financial, Education, Medical or…"
1373,Research Assistant (Ref.: 2-4492/2020),Hong Kong,"Conducting experiments, documenting and analyzing research data.Personal data collected will be used for recruitment purposes only."
1374,Lead Data Scientist-Global FMCG Brand,Hong Kong,"Be responsible for data analysis and data solution for supply chain team.Experience with data & analytics tools or data base software (including Tibco, KNIME,…"
1375,Data Analyst / Scientist (Banking),Hong Kong,"Writing software to clean and investigate large, messy data sets of numerical and textual data.BA/BS in Data Science, Machine Learning, Statistics, or related…"
1376,Data Engineer (6-month contract),"Happy Valley, Hong Kong Island",Assist Data Science Manager and Data Scientists in design and deliver the best possible artificial intelligence (AI) solution across the Club’s range of digital…
1377,(Senior) Data Scientist / (Python) Developer,Hong Kong,"At least 3 years of working experience with Big data technology and participated in analytic projects, candidates with more than 10 years will be considered as…"
1378,Associate Data Scientist (Welcome Fresh Graduate),Hong Kong,They are now looking for an Associate Data Scientist who will provide machine learning application and data driven business insights.
1379,Research Associate(s) / Research Assistant(s),Hong Kong,"They will also work on data curation, data deposition and other computational tasks.Experience in handling NGS data would be an advantage."
1380,Data Scientist (Computer Vision),Hong Kong,"Our client is an AI solution provider in the industry.Due to expansion, they are looking for a Machine Learning Engineer for their computer vision division."
1381,Assistant Environmental Consultant,"Wan Chai, Hong Kong Island","Carry out data collection and interpretation, simulations/modelling, report writing, field measurements and inspections for the preparation of project…"
1382,Data Scientist - Big Data,Hong Kong Island,"Analyze big data for modelling purposes.Big Data Modelling - HADOOP, VBA, Python, SAS.Degree in Statistics, Data or Computer Science, Engineering, Math, or…"
1383,Data Analyst,Hong Kong,"Experience in applying Visualization, Statistical Inference and other Data Mining techniques on variety of data.And we need your help to get us there!"
1384,Agriculture Specialist,"Central, Hong Kong Island","Collects samples and records various kinds of research data;Plans, organizes, and manages the operation of a large farm with several major subdivisions such as…"
1385,"Consulting â€“ Financial Services, Data & Analytics â€“ Adva...",Hong Kong,Experience in leading a team of data analysts / data scientists to successful project delivery.Leading advanced analytics and data science teams.
1386,Junior Data Scientist / Senior Data Analyst,Hong Kong,"Experience in data visualization tools, e.g. Power BI.The Data Analyst will be working within the data science team to work on projects across our full…"
1387,Software Engineer - Data / Machine Learning,Hong Kong,Do you enjoy solving a variety of challenges in the world of Big data and data science?Experience or interest in getting involved with data infrastructure like…
1388,Data Analyst,Hong Kong,Working closely with Customer practice and data scientist to design and build data models (both descriptive and predictive) throughout customers’ lifecycle …
1389,Assistant MR Scientist,Hong Kong,A global leading medical diagnostic manufacturer is looking for an Assistant MR Scientist.Collaboration with external and internal business partners for…
1390,Principal Data Scientist - Global consumer goods brand - wel...,Hong Kong,To manipulate data and draw insights from large data sets.Identifies meaningful insights from large data and metadata sources.
1391,Biotechnology Scientist,Hong Kong,Collaborate with biology colleagues to generate appropriate in vitrovitro / cellular / in vivovivo data packages supporting PoCPoC;
